epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,180.851,0.60545,0.4203,0.00347,0.96249,0.98689,0.99271,0.89903,0.4768,0.21143,0.00436,0.0014753,0.0014753,0.0014753
55,183.783,0.58723,0.38981,0.00311,0.96965,0.94231,0.98332,0.88848,0.47811,0.2815,0.00439,0.0014654,0.0014654,0.0014654
56,186.633,0.66157,0.48492,0.00373,0.97267,0.88462,0.97507,0.872,0.49359,0.32163,0.00481,0.0014555,0.0014555,0.0014555
57,189.611,0.64107,0.41498,0.00356,0.8961,0.99521,0.98577,0.88495,0.51491,0.26027,0.00496,0.0014456,0.0014456,0.0014456
58,192.637,0.62277,0.40589,0.00317,0.91964,0.94231,0.97612,0.88604,0.45003,0.31143,0.00442,0.0014357,0.0014357,0.0014357
59,195.442,0.59254,0.37682,0.00318,0.90419,0.92308,0.96571,0.84337,0.58273,0.36258,0.00563,0.0014258,0.0014258,0.0014258
60,198.446,0.61695,0.40244,0.00342,0.97911,0.90145,0.96929,0.85071,0.51921,0.3504,0.00515,0.0014159,0.0014159,0.0014159
61,201.273,0.57926,0.36501,0.00303,0.9434,0.96168,0.98804,0.86309,0.57923,0.2528,0.0056,0.001406,0.001406,0.001406
62,204.244,0.61205,0.34603,0.00345,0.95247,0.98077,0.98539,0.86374,0.58135,0.29171,0.00553,0.0013961,0.0013961,0.0013961
63,207.046,0.60498,0.3585,0.00302,0.90874,0.95758,0.96972,0.85629,0.53242,0.30473,0.00504,0.0013862,0.0013862,0.0013862
64,210.094,0.5333,0.36312,0.00295,0.92226,0.91266,0.97583,0.85159,0.5647,0.30727,0.00521,0.0013763,0.0013763,0.0013763
65,212.93,0.54802,0.34987,0.00328,0.95464,0.92308,0.9865,0.88909,0.48028,0.26815,0.00445,0.0013664,0.0013664,0.0013664
66,215.997,0.59515,0.36995,0.00331,0.95948,0.91081,0.98229,0.8956,0.43683,0.29842,0.00406,0.0013565,0.0013565,0.0013565
67,218.896,0.56334,0.35735,0.00297,0.93607,1,0.98773,0.87049,0.5494,0.22587,0.00514,0.0013466,0.0013466,0.0013466
68,221.879,0.61838,0.3544,0.00339,0.95854,0.98077,0.98842,0.87478,0.48643,0.22428,0.00422,0.0013367,0.0013367,0.0013367
69,224.778,0.60206,0.35019,0.00322,0.89604,0.99454,0.98161,0.89353,0.43711,0.24707,0.00387,0.0013268,0.0013268,0.0013268
70,227.65,0.58444,0.35045,0.00349,0.94442,0.98033,0.98739,0.91045,0.41784,0.22247,0.00354,0.0013169,0.0013169,0.0013169
71,230.69,0.57328,0.33731,0.0029,0.95647,0.90385,0.98195,0.86819,0.51402,0.28443,0.00482,0.001307,0.001307,0.001307
72,233.65,0.53659,0.32637,0.00301,0.89114,0.98077,0.98471,0.89871,0.43341,0.24688,0.00407,0.0012971,0.0012971,0.0012971
73,236.514,0.55921,0.32307,0.00291,0.94174,1,0.98978,0.90183,0.46927,0.2058,0.00456,0.0012872,0.0012872,0.0012872
74,239.322,0.5493,0.33596,0.00287,0.90023,0.98077,0.97529,0.90164,0.40814,0.28569,0.00368,0.0012773,0.0012773,0.0012773
75,242.242,0.60422,0.36343,0.00344,0.86073,1,0.97561,0.88333,0.44302,0.32465,0.0039,0.0012674,0.0012674,0.0012674
76,245.065,0.50577,0.33306,0.00276,0.94082,0.96154,0.9802,0.90635,0.40059,0.2425,0.00357,0.0012575,0.0012575,0.0012575
77,248.029,0.51753,0.29438,0.0027,0.95552,0.98077,0.9899,0.90636,0.40738,0.19724,0.00383,0.0012476,0.0012476,0.0012476
78,250.883,0.51981,0.32049,0.00302,0.92737,1,0.9857,0.90648,0.4542,0.23095,0.00402,0.0012377,0.0012377,0.0012377
79,253.821,0.57256,0.35047,0.00318,0.88111,1,0.98432,0.871,0.51212,0.31409,0.00514,0.0012278,0.0012278,0.0012278
80,256.68,0.53331,0.30141,0.00287,0.9221,0.98077,0.9855,0.88713,0.43006,0.2211,0.00376,0.0012179,0.0012179,0.0012179
81,259.588,0.55581,0.34549,0.0031,0.9594,0.90889,0.97215,0.86537,0.51404,0.32191,0.00498,0.001208,0.001208,0.001208
82,262.47,0.52854,0.32296,0.00293,0.94069,0.92308,0.96894,0.87183,0.46865,0.33788,0.00473,0.0011981,0.0011981,0.0011981
83,265.381,0.55644,0.33881,0.00317,0.95356,0.94231,0.98243,0.91651,0.39235,0.30802,0.00358,0.0011882,0.0011882,0.0011882
84,268.259,0.50401,0.2993,0.00298,0.95332,0.96154,0.98357,0.91089,0.42519,0.22852,0.00378,0.0011783,0.0011783,0.0011783
85,271.055,0.54476,0.34025,0.00287,0.93868,0.98077,0.99005,0.85848,0.59218,0.23858,0.00585,0.0011684,0.0011684,0.0011684
86,273.915,0.53613,0.30895,0.00326,0.95295,0.94231,0.98911,0.89961,0.45924,0.26144,0.00406,0.0011585,0.0011585,0.0011585
87,276.823,0.53525,0.35244,0.00315,1,0.93185,0.99026,0.91111,0.41281,0.22934,0.00348,0.0011486,0.0011486,0.0011486
